FBti0059744	mdg3
FBti0019822	copia
FBti0019210	blood
FBti0062779	1360
FBti0019211	pogo
FBti0062818	INE-1
FBti0019212	flea
FBti0062819	INE-1
FBti0062841	INE-1
FBti0062842	INE-1
FBti0062843	INE-1
FBti0062844	INE-1
FBti0062846	INE-1
FBti0062848	INE-1
FBti0062849	INE-1
FBti0062851	INE-1
FBti0019213	X
FBti0063318	INE-1
FBti0019214	blood
FBti0063319	INE-1
FBti0019824	Stalker4
FBti0019215	Cr1a
FBti0063320	INE-1
FBti0063321	INE-1
FBti0063349	Rt1c
FBti0063350	Max
FBti0015567	Tirant
FBti0063360	INE-1
FBti0019217	Quasimodo
FBti0063363	INE-1
FBti0019218	jockey
FBti0063365	INE-1
FBti0019825	1360
FBti0063390	INE-1
FBti0063391	INE-1
FBti0063392	INE-1
FBti0063393	INE-1
FBti0063394	INE-1
FBti0019219	X
FBti0063442	1731
FBti0063395	INE-1
FBti0019826	FB
FBti0019220	Tirant
FBti0063415	INE-1
FBti0063416	INE-1
FBti0063417	INE-1
FBti0019827	HB
FBti0019828	1360
FBti0060273	INE-1
FBti0060281	INE-1
FBti0063454	INE-1
FBti0063456	INE-1
FBti0063458	INE-1
FBti0060282	FB
FBti0063460	INE-1
FBti0063462	INE-1
FBti0063464	INE-1
FBti0063478	INE-1
FBti0063535	Tc1-2
FBti0063479	INE-1
FBti0019829	HB
FBti0063480	INE-1
FBti0063481	INE-1
FBti0063483	INE-1
FBti0060283	INE-1
FBti0060284	INE-1
FBti0060285	INE-1
FBti0019221	baggins
FBti0059683	Cr1a
FBti0063487	INE-1
FBti0063503	INE-1
FBti0063504	INE-1
FBti0063505	INE-1
FBti0063506	INE-1
FBti0062118	INE-1
FBti0062120	INE-1
FBti0060287	INE-1
FBti0060286	INE-1
FBti0060288	INE-1
FBti0063511	INE-1
FBti0060296	INE-1
FBti0062125	INE-1
FBti0062126	INE-1
FBti0062128	INE-1
FBti0062130	INE-1
FBti0062246	invader4
FBti0062149	INE-1
FBti0062150	INE-1
FBti0062248	FB
FBti0062151	INE-1
FBti0060301	INE-1
FBti0062234	G5A
FBti0062235	G5A
FBti0062152	INE-1
FBti0062153	INE-1
FBti0019223	BS
FBti0062154	INE-1
FBti0062155	INE-1
FBti0062250	HB
FBti0062156	INE-1
FBti0060297	INE-1
FBti0062175	INE-1
FBti0019224	blood
FBti0062176	INE-1
FBti0019225	mariner2
FBti0062236	BS3
FBti0062092	X
FBti0062177	INE-1
FBti0060300	INE-1
FBti0060299	INE-1
FBti0062178	INE-1
FBti0062252	Tc3
FBti0062179	INE-1
FBti0062180	INE-1
FBti0062181	INE-1
FBti0062183	INE-1
FBti0062201	INE-1
FBti0062237	1360
FBti0062202	INE-1
FBti0062203	INE-1
FBti0062233	hopper
FBti0062247	hopper2
FBti0062249	FB
FBti0062238	1360
FBti0019226	I
FBti0062245	invader2
FBti0019227	S2
FBti0019830	G5
FBti0062239	1360
FBti0060298	F
FBti0019831	1360
FBti0019832	G5
FBti0019228	roo
FBti0062204	INE-1
FBti0019833	Idefix
FBti0019834	BS
FBti0059738	I
FBti0019836	invader2
FBti0062208	roo
FBti0062820	pogo
FBti0062911	GATE
FBti0062931	gypsy4
FBti0062932	gypsy6
FBti0062893	gtwin
FBti0062928	Max
FBti0062845	S
FBti0062930	invader6
FBti0060302	invader4
FBti0062948	gypsy9
FBti0062255	INE-1
FBti0062873	G
FBti0062913	DM88
FBti0019838	roo
FBti0062847	S
FBti0019839	1360
FBti0062929	gypsy12
FBti0019840	1360
FBti0019841	1360
FBti0062256	INE-1
FBti0062257	INE-1
FBti0062894	FB
FBti0062950	gypsy3
FBti0062821	springer
FBti0062262	INE-1
FBti0062263	INE-1
FBti0062264	INE-1
FBti0062265	INE-1
FBti0019842	1360
FBti0062266	INE-1
FBti0062267	INE-1
FBti0019843	Bari2
FBti0062268	INE-1
FBti0062269	INE-1
FBti0062853	BS3
FBti0062949	Circe
FBti0019230	Rt1b
FBti0019231	roo
FBti0062871	1360
FBti0019232	Ivk
FBti0062934	ninja-Dsim-like
FBti0060303	INE-1
FBti0060304	INE-1
FBti0062796	INE-1
FBti0060317	INE-1
FBti0060318	INE-1
FBti0062895	FB
FBti0062797	INE-1
FBti0062798	INE-1
FBti0062799	INE-1
FBti0062800	INE-1
FBti0062910	Idefix
FBti0062801	INE-1
FBti0060319	Cr1a
FBti0062802	INE-1
FBti0062896	FB
FBti0062933	gypsy8
FBti0062803	INE-1
FBti0062872	Cr1a
FBti0062951	Q
FBti0059646	Doc
FBti0062852	G5A
FBti0062254	X
FBti0019234	invader4
FBti0062912	invader1
FBti0062804	INE-1
FBti0062814	INE-1
FBti0062815	INE-1
FBti0019844	HB
FBti0060330	HB
FBti0062953	INE-1
FBti0062954	INE-1
FBti0019235	mariner2
FBti0062955	INE-1
FBti0062956	INE-1
FBti0062957	INE-1
FBti0019236	Burdock
FBti0062968	INE-1
FBti0062969	INE-1
FBti0062970	INE-1
FBti0019845	HB
FBti0019846	FB
FBti0060320	INE-1
FBti0060322	INE-1
FBti0062972	INE-1
FBti0062973	INE-1
FBti0062974	INE-1
FBti0062975	INE-1
FBti0063559	gypsy12
FBti0063510	297
FBti0063581	17.6
FBti0062976	INE-1
FBti0062984	INE-1
FBti0062985	INE-1
FBti0019847	1360
FBti0062986	INE-1
FBti0062987	INE-1
FBti0062988	INE-1
FBti0019237	297
FBti0063561	gypsy12
FBti0063536	gtwin
FBti0062989	INE-1
FBti0062990	INE-1
FBti0062991	INE-1
FBti0062992	INE-1
FBti0063534	1360
FBti0062993	INE-1
FBti0063453	INE-1
FBti0063455	INE-1
FBti0063457	INE-1
FBti0063459	INE-1
FBti0063461	INE-1
FBti0063463	INE-1
FBti0063465	INE-1
FBti0063466	INE-1
FBti0063467	INE-1
FBti0063468	INE-1
FBti0063482	INE-1
FBti0063484	INE-1
FBti0060324	INE-1
FBti0060323	INE-1
FBti0063485	INE-1
FBti0063555	HB
FBti0063486	INE-1
FBti0063488	INE-1
FBti0063489	INE-1
FBti0063491	INE-1
FBti0063493	INE-1
FBti0063556	HB
FBti0063507	INE-1
FBti0063508	INE-1
FBti0063584	INE-1
FBti0063585	INE-1
FBti0063586	INE-1
FBti0063587	INE-1
FBti0063588	INE-1
FBti0063608	INE-1
FBti0063609	INE-1
FBti0063610	INE-1
FBti0063611	INE-1
FBti0063612	INE-1
FBti0063613	INE-1
FBti0063614	INE-1
FBti0063615	INE-1
FBti0060331	INE-1
FBti0019848	HB
FBti0063621	INE-1
FBti0063622	INE-1
FBti0019849	G4
FBti0063623	INE-1
FBti0063625	INE-1
FBti0063626	INE-1
FBti0063627	INE-1
FBti0063628	INE-1
FBti0063629	INE-1
FBti0063630	INE-1
FBti0063631	INE-1
FBti0063643	INE-1
FBti0063644	INE-1
FBti0063645	INE-1
FBti0063646	INE-1
FBti0063647	INE-1
FBti0063648	INE-1
FBti0063649	INE-1
FBti0063650	INE-1
FBti0063652	INE-1
FBti0063661	INE-1
FBti0063662	INE-1
FBti0019238	roo
FBti0063663	INE-1
FBti0060338	INE-1
FBti0063664	INE-1
FBti0060336	INE-1
FBti0063665	INE-1
FBti0060332	INE-1
FBti0019239	mariner2
FBti0060335	INE-1
FBti0063666	INE-1
FBti0064046	INE-1
FBti0064094	Cr1a
FBti0064095	Cr1a
FBti0064048	INE-1
FBti0064049	INE-1
FBti0064050	INE-1
FBti0064052	INE-1
FBti0064053	INE-1
FBti0064054	INE-1
FBti0064055	INE-1
FBti0064057	INE-1
FBti0064060	INE-1
FBti0064076	INE-1
FBti0063583	jockey
FBti0064096	jockey2
FBti0060334	INE-1
FBti0060333	INE-1
FBti0064231	BS
FBti0064120	INE-1
FBti0064121	INE-1
FBti0064122	INE-1
FBti0064124	INE-1
FBti0064126	INE-1
FBti0064128	INE-1
FBti0064129	INE-1
FBti0064135	INE-1
FBti0064137	INE-1
FBti0064139	INE-1
FBti0064141	INE-1
FBti0019240	invader2
FBti0064227	297
FBti0060149	Tc3
FBti0064143	INE-1
FBti0064144	INE-1
FBti0064146	INE-1
FBti0064147	INE-1
FBti0019850	HB
FBti0059639	transib2
FBti0060052	Cr1a
FBti0019851	G4
FBti0064148	INE-1
FBti0060073	G5
FBti0064150	INE-1
FBti0060023	1360
FBti0064162	INE-1
FBti0064163	INE-1
FBti0064164	INE-1
FBti0064165	INE-1
FBti0064166	INE-1
FBti0019242	297
FBti0019243	1360
FBti0060026	1360
FBti0064167	INE-1
FBti0060372	INE-1
FBti0019852	HB
FBti0019244	Ivk
FBti0019853	FB
FBti0064116	I
FBti0064170	INE-1
FBti0064171	INE-1
FBti0064181	INE-1
FBti0064182	INE-1
FBti0064184	INE-1
FBti0019245	S
FBti0060340	Tc3
FBti0064185	INE-1
FBti0064186	INE-1
FBti0060371	INE-1
FBti0060370	INE-1
FBti0019246	S
FBti0064187	INE-1
FBti0064188	INE-1
FBti0064189	INE-1
FBti0064195	INE-1
FBti0060028	1360
FBti0059635	Cr1a
FBti0059636	Cr1a
FBti0060094	invader1
FBti0064196	INE-1
FBti0064217	gypsy
FBti0060155	gypsy8
FBti0064197	INE-1
FBti0060053	Cr1a
FBti0019854	jockey2
FBti0064198	INE-1
FBti0064199	INE-1
FBti0060159	ninja-Dsim-like
FBti0064200	INE-1
FBti0019248	R1A1
FBti0019249	Idefix
FBti0060059	flea
FBti0060022	BS3
FBti0064118	X
FBti0060354	INE-1
FBti0060355	INE-1
FBti0060156	gypsy8
FBti0064201	INE-1
FBti0060131	diver2
FBti0060030	1360
FBti0064202	INE-1
FBti0019855	FB
FBti0060358	Cr1a
FBti0060056	Cr1a
FBti0019250	copia
FBti0064212	INE-1
FBti0064213	INE-1
FBti0060121	17.6
FBti0060095	invader1
FBti0019251	diver2
FBti0019252	G3
FBti0059695	Rt1c
FBti0019857	1360
FBti0019858	invader4
FBti0019860	G5
FBti0060356	diver2
FBti0059640	transib4
FBti0064228	diver
FBti0064117	jockey
FBti0064214	INE-1
FBti0064218	gypsy
FBti0060097	invader1
FBti0060126	R1A1
FBti0060357	FB
FBti0019861	1360
FBti0060173	I
FBti0060373	1360
FBti0060176	INE-1
FBti0060598	1360
FBti0019862	G6
FBti0060415	gypsy8
FBti0059711	Rt1b
FBti0019864	1360
FBti0060414	gypsy4
FBti0060633	gtwin
FBti0060705	17.6
FBti0060635	invader2
FBti0060413	invader6
FBti0060677	invader1
FBti0060639	invader4
FBti0061176	gypsy3
FBti0060584	Rt1b
FBti0060174	jockey
FBti0060175	jockey
FBti0060600	1360
FBti0060184	INE-1
FBti0060690	gypsy12
FBti0019254	gypsy4
FBti0060590	G5A
FBti0060629	G5
FBti0060706	diver2
FBti0060186	INE-1
FBti0060396	mdg1
FBti0059654	baggins
FBti0060188	INE-1
FBti0019866	G5
FBti0019256	invader2
FBti0061173	gypsy7
FBti0059648	297
FBti0060189	INE-1
FBti0060722	gypsy4
FBti0060191	INE-1
FBti0019258	frogger
FBti0060192	INE-1
FBti0060392	I
FBti0060193	INE-1
FBti0019259	gypsy6
FBti0060614	Cr1a
FBti0059712	mariner2
FBti0019868	transib2
FBti0060194	INE-1
FBti0060615	Cr1a
FBti0060617	Cr1a
FBti0060679	invader1
FBti0059705	invader5
FBti0019870	invader2
FBti0019874	transib3
FBti0060195	INE-1
FBti0019876	1360
FBti0060587	G2
FBti0060707	diver2
FBti0060624	G
FBti0019877	G4
FBti0019260	Doc3
FBti0060588	hopper
FBti0060196	INE-1
FBti0060618	Cr1a
FBti0019261	X
FBti0019262	1360
FBti0061137	gypsy8
FBti0061179	Fw3
FBti0060210	INE-1
FBti0061174	Fw2
FBti0060620	Cr1a
FBti0019878	Bari2
FBti0060664	Idefix
FBti0059652	Cr1a
FBti0059656	Fw2
FBti0059642	F
FBti0059647	1360
FBti0059651	1360
FBti0059653	Cr1a
FBti0060212	INE-1
FBti0061155	HMS-Beagle2
FBti0019265	HMS-Beagle
FBti0019264	Rt1b
FBti0059776	diver2
FBti0019880	F
FBti0019882	diver2
FBti0060217	F
FBti0060708	diver2
FBti0060716	diver2
FBti0060623	Cr1a
FBti0060658	baggins
FBti0061158	HMS-Beagle2
FBti0060661	baggins
FBti0060545	HMS-Beagle
FBti0060586	Rt1b
FBti0060547	HMS-Beagle
FBti0060378	gypsy8
FBti0060653	Stalker4
FBti0060389	1360
FBti0061153	gypsy8
FBti0060682	invader1
FBti0060549	HMS-Beagle
FBti0060684	invader1
FBti0060551	HMS-Beagle
FBti0060686	invader1
FBti0060390	HMS-Beagle2
FBti0060565	HMS-Beagle
FBti0060688	invader1
FBti0060391	HMS-Beagle
FBti0060689	invader1
FBti0060570	HMS-Beagle
FBti0060540	Doc
RR48839_transposable_element	S
RR49033_transposable_element	roo
RR48902_transposable_element	F
RR48810_transposable_element	Max
RR48497_transposable_element	S
RR48945_transposable_element	GATE
RR49017_transposable_element	invader3
FBti0059748	invader3
RR48345_transposable_element	Juan
RR48348_transposable_element	Doc
RR44129_transposable_element	F
RR48366_transposable_element	Ivk
RR48370_transposable_element	roo
RR41919_transposable_element	Doc
RR48378_transposable_element	McClintock
RR00128_transposable_element	Bari1
RR48354_transposable_element	hopper
RR48359_transposable_element	F
RR41928_transposable_element	Doc
RR48384_transposable_element	blood
RR48401_transposable_element	diver
RR48320_transposable_element	Transpac
RR48331_transposable_element	1731
RR48342_transposable_element	Stalker
RR48355_transposable_element	gypsy12
RR48382_transposable_element	Doc
RR48383_transposable_element	ZAM
RR48329_transposable_element	F
RR48339_transposable_element	3S18
RR48346_transposable_element	Idefix
RR48363_transposable_element	invader3
RR48369_transposable_element	17.6
RR41347_transposable_element	Doc
RR48373_transposable_element	Tabor
RR44580_transposable_element	S
RR48315_transposable_element	Quasimodo
RR48321_transposable_element	Quasimodo
RR48327_transposable_element	3S18
RR48362_transposable_element	roo
RR41949_transposable_element	Bari1
RR47158_transposable_element	17.6
RR48400_transposable_element	F
RR48404_transposable_element	Idefix
RR48406_transposable_element	X
RR41953_transposable_element	transib3
RR48408_transposable_element	opus
FBti0148144	Y
RR48353_transposable_element	412
RR44380_transposable_element	F
RR48356_transposable_element	Transpac
RR48532_transposable_element	copia
mdg1_transposable_element	mdg1
FBti0060852	X
FBti0061202	INE-1
FBti0061347	Rt1b
FBti0062340	ninja-Dsim-like
FBti0061348	Rt1b
FBti0060851	X
FBti0061204	INE-1
FBti0062342	ninja-Dsim-like
FBti0062344	ninja-Dsim-like
FBti0061898	Doc3
FBti0061315	297
FBti0061681	1360
FBti0061683	1360
FBti0062335	transib1
FBti0061801	transib2
FBti0061206	INE-1
FBti0061209	INE-1
FBti0061928	gypsy8
FBti0061687	1360
FBti0061690	1360
FBti0061759	Cr1a
FBti0060850	INE-1
FBti0061820	baggins
FBti0061349	Rt1b
FBti0062365	gypsy3
FBti0062362	gypsy2
FBti0060419	springer
FBti0061926	gypsy6
FBti0061213	INE-1
FBti0061843	diver2
FBti0061790	flea
FBti0061793	flea
FBti0061931	gypsy8
FBti0061199	X
FBti0061804	Stalker4
FBti0061876	transib4
FBti0061802	Rt1c
FBti0061297	McClintock
FBti0061662	Quasimodo
FBti0061663	Quasimodo
FBti0061895	transib4
FBti0061344	H
FBti0061311	roo
FBti0061214	INE-1
FBti0061225	INE-1
FBti0062333	Doc2
FBti0061693	1360
FBti0061862	diver2
FBti0061200	X
FBti0061227	INE-1
FBti0061316	297
FBti0061229	INE-1
FBti0060849	1360
FBti0061761	Cr1a
FBti0061231	INE-1
FBti0061233	INE-1
FBti0061236	INE-1
FBti0061238	INE-1
FBti0061312	F
FBti0060420	Rt1b
FBti0061705	1360
FBti0061764	Cr1a
FBti0062371	Fw3
FBti0061314	F
FBti0060792	INE-1
FBti0060793	Rt1b
FBti0061765	Cr1a
FBti0060794	1360
FBti0062357	ninja-Dsim-like
FBti0060795	diver2
FBti0061827	DM88
FBti0061932	gypsy8
FBti0061788	G
FBti0061768	Cr1a
FBti0061242	INE-1
FBti0061345	H
FBti0061909	transib3
FBti0061900	Doc3
FBti0061712	1360
FBti0061903	Doc3
FBti0061714	1360
FBti0061716	1360
FBti0061252	INE-1
FBti0061255	INE-1
FBti0060848	1360
FBti0061325	Burdock
FBti0061771	Cr1a
FBti0061327	Doc
FBti0061258	INE-1
FBti0062368	3S18
FBti0060796	diver2
FBti0061261	INE-1
FBti0061726	1360
FBti0061831	gypsy12
FBti0061872	diver2
FBti0061263	INE-1
FBti0061728	1360
FBti0060832	1360
FBti0061733	1360
FBti0061265	INE-1
FBti0061805	Stalker4
FBti0061736	1360
FBti0060797	Quasimodo
FBti0061939	Rt1a
FBti0060798	INE-1
FBti0060800	INE-1
FBti0061657	Rt1b
FBti0061773	Cr1a
FBti0061738	1360
FBti0061277	INE-1
FBti0061279	INE-1
FBti0062359	ninja-Dsim-like
FBti0060827	297
FBti0061823	Idefix
FBti0061740	1360
FBti0061906	Doc3
FBti0061910	transib3
FBti0061282	INE-1
FBti0061346	H
FBti0061775	Cr1a
FBti0061935	gypsy8
FBti0061286	INE-1
FBti0061340	S
FBti0062337	rooA
FBti0061182	I
FBti0061799	invader3
FBti0061289	INE-1
FBti0061291	INE-1
FBti0061342	G4
FBti0061833	gypsy12
FBti0061806	HB
FBti0061293	INE-1
FBti0061341	S
FBti0061295	INE-1
FBti0061874	diver2
FBti0061743	1360
FBti0061745	1360
FBti0060828	Rt1a
FBti0062330	Rt1a
FBti0061328	Doc
FBti0061326	Burdock
FBti0060829	gypsy4
FBti0061323	297
FBti0061796	gtwin
FBti0061836	gypsy12
FBti0061839	gypsy12
FBti0061776	Cr1a
FBti0060830	Rt1b
FBti0061875	diver2
FBti0062375	INE-1
FBti0062377	INE-1
FBti0062607	1360
FBti0062380	INE-1
FBti0062389	INE-1
FBti0062390	INE-1
FBti0062392	INE-1
FBti0062395	INE-1
FBti0062398	INE-1
FBti0063262	Fw2
FBti0063267	Fw3
FBti0062403	INE-1
FBti0062582	H
FBti0060853	1360
FBti0063212	gypsy8
FBti0062612	1360
FBti0062405	INE-1
FBti0063259	accord2
FBti0063098	Tc1-2
FBti0063105	Tc1-2
FBti0062407	INE-1
FBti0063070	Cr1a
FBti0063119	transib2
FBti0063121	transib2
FBti0062409	INE-1
FBti0063180	invader6
FBti0062614	1360
FBti0060889	Tc3
FBti0063197	Tc3
FBti0060854	1360
FBti0060888	INE-1
FBti0063066	Tc1
FBti0060887	INE-1
FBti0062422	INE-1
FBti0062424	INE-1
FBti0062425	INE-1
FBti0060868	Burdock
FBti0062427	INE-1
FBti0063199	Tc3
FBti0062429	INE-1
FBti0062430	INE-1
FBti0062602	Quasimodo
FBti0063240	Doc2
FBti0063241	rooA
FBti0063156	Max
FBti0063163	Max
FBti0060869	Cr1a
FBti0063083	Cr1a
FBti0062431	INE-1
FBti0063060	1360
FBti0062432	INE-1
FBti0062449	INE-1
FBti0063214	gypsy8
FBti0063061	1360
FBti0062452	INE-1
FBti0062455	INE-1
FBti0063126	Rt1c
FBti0063086	Cr1a
FBti0062457	INE-1
FBti0062460	INE-1
FBti0063202	Tc3
FBti0063138	HB
FBti0063252	gypsy2
FBti0063166	gypsy12
FBti0060870	invader2
FBti0062559	pogo
FBti0063235	Rt1a
FBti0063089	Cr1a
FBti0063204	Doc3
FBti0060871	invader2
FBti0060872	baggins
FBti0063176	gypsy12
FBti0062576	G4
FBti0063096	G5
FBti0062604	Quasimodo
FBti0062523	McClintock
FBti0063188	diver2
FBti0062463	INE-1
FBti0060886	1360
FBti0060885	297
FBti0063147	baggins
FBti0062599	Tabor
FBti0063238	Rt1a
FBti0062587	Rt1b
FBti0063243	ninja-Dsim-like
